episode,return
1,-873.6703749999995
51,-2380.0878750000097
101,-2179.564625
151,-2721.343875000005
201,-2496.801125000012
251,-2036.0638749999962
301,-1997.4076249999966
351,-2619.186374999992
401,-1407.039875000002
451,-3244.7816249999946
501,-1698.6399999999987
551,117.4495
601,-1022.3816249999998
651,1412.0017500000001
701,-677.0266249999984
751,314.06525
801,-2039.29237499999
851,-992.2732500000009
901,498.7978750000004
951,-1414.1398749999983
