episode,return,success,steps
1,-2137.2925000000005,0,1000
2,-3666.8998749999964,0,1000
3,-2298.297499999998,0,1000
4,-2268.591625000003,0,1000
5,-2353.1803750000036,0,1000
6,-2980.694250000001,0,1000
7,-2429.1752500000034,0,1000
8,-3281.471125000003,0,1000
9,-2940.358749999999,0,1000
10,-2544.4343750000075,0,1000
11,-2157.5217500000017,0,1000
12,-3582.805625000001,0,1000
13,-3211.6453750000087,0,1000
14,-2151.8871249999984,1,735
15,-2605.4963749999856,1,938
16,-3537.266250000008,0,1000
17,-3292.1381250000004,0,1000
18,-3707.4963749999997,0,1000
19,-3401.774375000006,0,1000
20,-3567.643250000004,0,1000
21,-1624.9016250000018,1,782
22,-3111.0281250000035,0,1000
23,-2368.4593749999954,0,1000
24,-1079.271124999997,1,620
25,-3416.600750000007,0,1000
26,-3757.4216250000045,0,1000
27,-3912.9346249999994,0,1000
28,-3732.3838750000077,0,1000
29,-4469.236875000004,0,1000
30,-4254.071125000005,0,1000
31,-3897.568750000002,0,1000
32,-3486.3835000000004,0,1000
33,-4138.354875000006,0,1000
34,-3596.714750000004,0,1000
35,-3857.9690000000196,0,1000
36,-4158.177625,0,1000
37,-4218.123374999999,0,1000
38,-4319.149625000016,0,1000
39,-2778.153250000008,0,1000
40,-3054.561000000016,0,1000
41,-3802.2535000000007,0,1000
42,-2517.1320000000087,0,1000
43,-2843.628000000004,0,1000
44,-2813.7422499999993,0,1000
45,-1644.861999999997,0,1000
46,-3898.1883750000075,0,1000
47,-2298.268500000004,0,1000
48,-2468.2747499999955,0,1000
49,-2322.521750000004,0,1000
50,-2718.750124999996,0,1000
51,-2297.7710000000015,0,1000
52,-2493.2063750000025,0,1000
53,-2132.060124999998,0,1000
54,-2434.027625000003,0,1000
55,-2844.750125000002,0,1000
56,-3220.7351249999956,0,1000
57,-3005.4236249999904,0,1000
58,-930.9076249999964,1,538
59,-2538.8521249999962,0,1000
60,-2985.4601249999987,0,1000
61,-2723.9301250000026,0,1000
62,-1991.751125,0,1000
63,-2909.698374999994,0,1000
64,-2638.5530000000017,0,1000
65,-2437.3937500000006,0,1000
66,-3025.297874999998,0,1000
67,-2920.715749999995,0,1000
68,-2820.104125,0,1000
69,-2789.629625000002,0,1000
70,-3265.968750000006,0,1000
71,-2849.976750000001,0,1000
72,-2939.750875000005,0,1000
73,-2834.5997499999944,0,1000
74,-1495.111500000003,1,670
75,-2303.8161250000107,0,1000
76,-2554.091374999987,0,1000
77,-3346.604750000005,0,1000
78,-2865.004749999999,0,1000
79,-3355.7944999999977,0,1000
80,-901.7234999999994,1,443
81,-2468.369125000004,0,1000
82,-3227.0683750000044,0,1000
83,-2668.6232499999983,0,1000
84,-2829.8388750000117,0,1000
85,-2799.830625000013,0,1000
86,-2583.682125000004,0,1000
87,-2368.077000000003,0,1000
88,-2949.5751250000176,0,1000
89,-3491.9991250000157,0,1000
90,-3040.041374999999,0,1000
91,-2779.4231250000066,0,1000
92,-2699.737875000001,0,1000
93,-2317.7094999999945,0,1000
94,-2774.7993750000014,0,1000
95,-2844.6613750000024,0,1000
96,-3426.356499999996,0,1000
97,-2894.4607499999943,0,1000
