episode,return,success
144,-3014.819875000002,0
145,-2844.0063750000004,0
146,-2331.805625000001,0
147,-2381.870125000001,0
148,-2474.1401249999994,0
149,-2374.7463749999865,0
150,-2311.5252500000024,0
151,-2331.6613750000065,0
152,-2708.446125000002,0
153,-2389.896375000008,0
154,-2614.840125000011,0
155,-2047.6753750000007,0
156,-2181.7141250000004,0
157,-2854.3196250000065,0
158,-3003.5162500000074,0
159,-2195.78275,0
160,-2218.9946249999985,0
161,-1993.9191249999951,0
162,-1992.0338750000021,0
163,-2682.0462499999976,0
164,-3243.6353750000017,0
165,-2568.0424999999987,0
166,-2937.6102499999997,0
167,-2307.2183750000045,0
168,-2559.6636250000065,0
169,-2478.491999999998,0
170,-2949.382000000005,0
171,-2461.2900000000027,0
172,-2617.6208750000037,0
173,-2208.285500000004,0
174,-1896.268500000001,0
175,-2429.1498750000014,0
176,-2775.7048750000044,0
177,-2552.064000000004,0
178,-2569.5927500000034,0
179,-2439.997374999996,0
180,-2676.4318749999993,0
181,-3373.371875000007,0
182,-2683.103874999997,0
183,-2220.4248750000006,0
184,-2716.544499999998,0
185,-2539.19324999999,0
186,-2829.1043750000067,0
187,-2680.747125000005,0
188,-2837.204125000001,0
189,-2143.237374999998,0
190,-2315.6577500000044,0
191,-2990.9822500000073,0
192,-2106.875,0
193,-3141.7653750000077,0
194,-2741.4337500000006,0
195,-2281.3038750000064,0
196,-2568.4866250000005,0
197,-2647.9441250000123,0
198,-2326.626500000005,0
199,-2783.5576249999935,0
200,-2659.52600000001,0
201,-2326.6102499999997,0
202,-2264.4760000000024,0
203,-2298.728750000001,0
204,-2439.7782500000008,0
205,-2689.083375000005,0
206,-2078.4237500000017,0
207,-2606.306000000005,0
208,-2120.5325000000003,0
209,-2204.60275,0
210,-2192.6612500000056,0
211,-2353.429000000001,0
212,-2397.7480000000005,0
213,-2192.716125000006,0
214,-2128.1356250000026,0
215,-2440.749500000009,0
216,-2545.6131250000003,0
217,-2721.8308750000047,0
218,-2492.093500000004,0
219,-2394.223125,0
220,-2139.7053749999964,0
221,-2956.038124999998,0
222,-2449.764875,0
223,-2262.691249999997,0
224,-2590.8166249999977,0
225,-2155.4925000000017,0
226,-2542.5050000000006,0
227,-2385.373624999996,0
228,-2594.5683750000067,0
229,-2260.658250000003,0
230,-2540.148750000003,0
231,-2012.6767500000017,0
232,-2620.5368750000084,0
233,-2216.4643750000137,0
234,-2144.645624999998,0
235,-2884.7482500000006,0
236,-2596.839500000007,0
237,-1917.551375000001,0
238,-2721.280249999978,0
239,-2291.852499999998,0
240,-2787.168874999999,0
241,-2529.5562500000074,0
242,-2549.088750000003,0
243,-2190.7235000000055,0
244,-2278.5340000000015,0
245,-2377.9966250000066,0
246,-2177.9847499999987,0
247,-2247.6376249999958,0
248,-2498.999500000006,0
249,-2122.096500000001,0
250,-2131.4243749999982,0
251,-2324.7311250000052,0
252,-2324.097124999998,0
253,-2703.119750000004,0
254,-2239.4726250000012,0
255,-2494.023999999996,0
256,-2730.4017499999973,0
257,-2229.5757499999972,0
258,-1803.8306249999985,0
259,-2079.539124999997,0
260,-2189.1825000000063,0
261,-2883.165000000009,0
262,-2857.5807500000055,0
263,-2245.701750000004,0
264,-2472.346250000003,0
265,-2494.9308750000037,0
266,-2450.0557499999977,0
267,-2396.0637500000066,0
268,-2108.2112499999994,0
269,-1685.3642500000033,0
270,-2554.145500000002,0
271,-2215.994625,0
272,-2403.585999999997,0
273,-2359.0936249999986,0
274,-2494.362625000002,0
275,-2589.081000000005,0
276,-2567.577875000009,0
277,-2577.849625000007,0
278,-2735.045874999998,0
279,-1872.9687500000011,0
280,-2716.331750000007,0
281,-2339.4527499999967,0
282,-2599.380125000002,0
283,-2322.3725000000027,0
284,-2282.1506250000034,0
285,-2720.831749999999,0
286,-2817.0851250000032,0
287,-2325.1773750000034,0
288,-2682.2560000000008,0
289,-2306.636999999994,0
290,-2458.661500000001,0
291,-2148.1942500000023,0
292,-2249.3425000000047,0
293,-2645.5129999999913,0
294,-2177.079875000001,0
295,-2229.901124999995,0
296,-2762.471875000006,0
297,-2052.5398750000004,0
298,-2430.3870000000024,0
299,-2644.248875000002,0
300,-2341.9571250000017,0
301,-2775.1703750000042,0
302,-2697.9058750000117,0
303,-2248.8507500000082,0
304,-3003.3061250000055,0
305,-2567.206750000003,0
306,-2622.578249999999,0
307,-2168.3264999999983,0
308,-2887.6460000000006,0
309,-2024.4642500000025,0
310,-3059.2160000000013,0
311,-2621.8891250000083,0
312,-2571.7388750000036,0
313,-2602.273499999999,0
314,-2801.050500000002,0
315,-2788.1473750000055,0
316,-2644.2992500000037,0
317,-2310.795875000004,0
318,-2360.792249999997,0
319,-2024.2235000000042,0
320,-2480.331375000006,0
321,-2347.8191250000013,0
322,-2440.8946250000067,0
323,-2476.039750000004,0
324,-2704.8766250000103,0
325,-2728.4659999999994,0
326,-1936.9874999999997,0
327,-2804.8270000000016,0
328,-2545.0462500000126,0
329,-2215.636250000002,0
330,-2416.819250000011,0
331,-2444.1058750000093,0
332,-2308.114250000007,0
333,-2896.362000000003,0
334,-2333.7136250000003,0
335,-2640.707625000007,0
336,-2213.2756250000025,0
337,-2778.7939999999953,0
338,-2312.8190000000113,0
339,-2428.007000000004,0
340,-2235.915250000001,0
341,-2438.1936250000003,0
342,-2226.525625000001,0
343,-2098.4953750000022,0
344,-2421.7403750000044,0
345,-2603.383625,0
346,-2606.163500000009,0
347,-2771.632875000002,0
348,-2637.3978750000015,0
349,-2135.906749999996,0
350,-2615.476000000001,0
351,-2427.326625,0
352,-2108.801875,1
353,-2639.096375000008,0
354,-2693.2885000000074,0
355,-2548.964625000001,0
356,-2159.412000000004,0
357,-2691.797874999998,0
358,-2185.372375,0
359,-2813.01875,0
360,-2652.7517500000035,0
361,-3074.3706250000014,0
362,-2719.8087499999974,0
363,-1916.794249999999,0
364,-2311.4411249999976,0
365,-2345.0706250000044,0
366,-1939.901000000002,0
367,-2007.9173749999982,0
368,-2138.717624999998,0
369,-1269.0595000000026,1
370,-2855.3546250000036,0
371,-2370.4708750000063,0
372,-2637.1592500000024,0
373,-2199.7208749999995,0
374,-2629.1258749999956,0
375,-2303.7845000000175,0
376,-2158.8836250000036,0
377,-2189.129125000002,0
378,-2372.7366250000105,0
379,-2627.563374999998,0
380,-1282.6770000000004,1
381,-2401.9937499999983,0
382,-2296.9285000000104,0
383,-2393.9763749999993,0
384,-2121.1765000000005,0
385,-2664.5282500000035,0
386,-2461.1783749999963,0
387,-2243.7762500000067,0
388,-2991.6807500000014,0
389,-2581.656500000003,0
390,-2579.312124999998,0
391,-2771.884125000001,0
392,-2060.2811249999995,0
393,-2753.928250000006,0
394,-2635.3922500000044,0
395,-2087.395375000005,0
396,-2267.0836249999993,0
397,-2324.5789999999947,0
398,-2201.4805000000083,0
399,-2038.1160000000032,0
400,-1957.924249999999,0
401,-2380.001999999999,0
402,-2278.8877500000035,0
403,-2249.3379999999984,0
404,-2181.954875000004,0
405,-2632.698875000002,0
406,-2815.3138749999994,0
407,-2788.4893750000047,0
408,-2357.4480000000012,0
409,-3079.1661250000006,0
410,-2671.7588750000064,0
411,-2756.722250000003,0
412,-2258.2437499999996,1
413,-2195.7550000000024,0
414,-2672.295625000006,0
415,-2420.4474999999948,0
416,-1741.829,0
417,-2344.3388749999986,0
418,-2372.4980000000037,0
419,-2183.337625000002,0
420,-2751.2828750000126,0
421,-2316.5282499999985,0
422,-2378.071625000005,0
423,-2601.31925,0
424,-2183.356,0
425,-1401.0241250000038,1
426,-2571.8443750000165,0
427,-2973.074249999999,0
428,-2248.670500000004,0
429,-2484.160125000011,0
430,-2725.986250000007,0
431,-2358.9272500000034,0
432,-2258.765124999999,0
433,-1138.3891250000027,1
434,-2455.000750000001,0
435,-2631.1642499999944,0
436,-2620.5603750000023,0
437,-2062.7783750000017,0
438,-2061.7563749999995,0
439,-2469.9373750000073,0
440,-2308.5013749999985,0
441,-2809.837000000009,0
442,-2309.9637499999985,0
443,-2560.5828750000064,0
444,-2588.2858750000028,0
445,-2492.994500000001,0
446,-1901.620750000005,1
447,-2364.711625000002,0
448,-2616.008500000013,0
449,-2089.3362500000076,0
450,-2488.32625,0
451,-2420.519500000004,0
452,-2483.7345000000028,0
453,-2203.3597500000005,0
454,-2155.165500000005,0
455,-2650.624250000004,0
456,-2562.189124999997,0
457,-2166.3902500000017,0
458,-1981.889500000003,0
459,-2356.3972499999977,0
460,-2501.7909999999947,0
461,-2700.2915000000066,0
462,-2130.584,0
463,-2343.889625000003,0
464,-2340.71825,0
465,-2182.832999999998,0
466,-2699.2452500000036,0
467,-2582.334625,0
468,-2484.4996249999967,0
469,-2671.900125000003,0
470,-2753.426750000002,0
471,-2399.642750000007,0
472,-2155.2196249999993,0
473,-2227.2812500000014,0
474,-2674.5861250000103,0
475,-2389.8128750000005,0
476,-2311.902125000004,0
477,-2499.763750000005,0
478,-2814.181624999995,0
479,-730.1485,1
480,-2023.6677500000108,0
481,-2838.0792500000175,0
482,-2317.1958750000076,0
483,-2036.7966249999988,0
484,-2439.7894999999953,0
485,-2048.5917500000005,0
486,-2637.289250000012,0
487,-2282.7910000000047,0
488,-2868.8533750000006,0
489,-2535.5303750000016,0
490,-1637.7956249999982,0
491,-2131.013624999995,0
492,-2172.0821250000076,0
493,-2846.291625000007,0
494,-1912.5462499999996,0
495,-2629.9871250000006,0
496,-2348.3591250000013,0
497,-2423.397625,0
498,-2359.6946250000033,0
499,-2501.7664999999974,0
500,-2290.758124999999,0
501,-2025.7129999999968,0
502,-2224.7702500000073,0
503,-2576.3393750000037,0
504,-2228.2977500000025,0
505,-2233.76175,0
506,-2826.571249999996,0
507,-2416.2571249999974,0
508,-2243.2423750000044,0
509,-2518.8835,0
510,-1960.2102499999955,0
511,-2276.9121250000007,0
512,-2736.5568749999984,0
513,-2418.145250000002,0
514,-1836.7061250000052,0
515,-2305.6465000000044,0
516,-2330.712875000013,0
517,-308.65324999999837,1
518,-2342.5315000000032,0
519,-1981.5772500000044,0
520,-2527.535375000008,0
521,-2478.684249999998,0
522,-726.949624999999,1
523,-2186.648375000003,0
524,-1579.4756250000016,1
525,-2909.8777499999965,0
526,-1221.8007500000022,0
527,-2570.411625000003,0
528,-1061.1138750000014,1
529,-2150.5403750000005,0
530,-1819.2697500000033,1
531,-1178.5374999999985,1
532,-711.1930000000004,1
533,-2336.8908750000037,0
534,-1953.8960000000022,0
535,-2368.2214999999997,0
536,-2150.511250000003,0
537,-1662.2400000000014,0
538,-2400.9444999999982,0
539,-2424.4459999999985,0
540,-2082.8095000000076,0
541,-2591.295624999997,0
542,-2778.787875,0
543,-3105.6727499999974,0
544,-2530.1685000000143,0
545,-1800.1888750000085,0
546,-2686.1003750000004,0
547,-787.9576250000011,1
548,-2291.5690000000063,0
549,-2406.992375000001,0
550,-2815.309874999996,0
551,-1022.608874999999,1
552,-2805.3163749999994,0
553,-2870.194125000003,0
554,-1718.8068750000143,1
555,-3013.6423749999904,0
556,-900.73975,1
557,-2188.8239999999905,1
558,-1309.4015000000038,1
559,-2143.524375000003,0
560,16.42587500000014,1
561,-2926.135500000003,0
562,-2975.2136250000035,0
563,-976.308750000002,1
564,-2789.0717500000046,0
565,-999.8002500000005,1
566,-1129.7692500000007,1
567,-329.07050000000044,1
568,-449.71637500000156,1
569,-152.09674999999987,1
570,-2547.027125000001,0
571,-2330.042374999998,1
572,-1868.9972500000003,1
573,-585.1881249999994,1
574,-836.3330000000007,1
575,-978.7951249999999,1
576,-1960.1475000000034,0
577,-2691.801249999996,0
578,-297.54737499999965,1
579,-2167.3252500000044,0
580,-1524.7063750000016,1
581,-2429.748999999994,0
582,-602.8619999999994,1
583,-1512.5064999999938,1
584,-2588.9272499999943,0
585,-886.3048750000024,0
586,-2309.034499999993,1
587,-865.0898749999981,1
588,-2225.768375000004,0
589,-2550.115000000001,0
590,-1518.7721250000045,1
591,-1902.5378749999988,1
592,-874.8455000000008,1
593,-2776.0360000000087,0
594,-2190.970125000001,0
595,-1688.3930000000048,1
596,-2274.7582500000003,0
597,-935.4770000000019,1
598,-1261.2253749999984,1
599,-2626.263249999999,0
600,-2137.5748750000002,0
601,-355.2751249999996,1
602,-2631.4893749999983,0
603,-333.5059999999984,1
604,-2020.6608749999946,1
605,-2232.7542500000004,0
606,-2282.034625000005,0
607,-2120.999375000007,0
608,-2991.962749999991,0
609,-1046.8549999999987,0
610,-2395.411500000009,0
611,-1507.0648750000028,1
612,-2590.916000000002,0
613,-480.4852499999995,1
614,-1510.7470000000026,1
615,-2394.6207500000046,0
616,-2737.8560000000098,0
617,-3133.9926249999994,0
618,-1261.0087500000004,1
619,-619.7304999999999,1
620,-3.2941249999999798,1
621,-477.1135000000038,1
622,-1196.6255000000017,1
623,-2284.412000000004,1
624,-2133.968000000006,0
625,-1520.9222500000037,1
626,-1244.5065000000006,1
627,-2925.626125,0
628,-570.5017499999983,1
629,-2008.8621250000006,0
630,-917.6532500000008,1
631,-2947.8416249999987,0
632,-2953.6403749999963,0
633,-757.2299999999996,1
634,-3025.9053750000057,0
635,-369.69212499999935,1
636,-1506.8578750000022,1
637,-3034.7328749999947,0
638,1138.5490000000011,1
639,-2964.7472499999994,0
640,-2435.686250000002,0
641,-509.4785000000001,1
642,-471.6156249999997,1
643,-1884.3331250000008,1
644,-740.9406249999994,1
645,-219.73687499999988,1
646,-703.2667500000005,1
647,-1747.842500000002,1
648,-2468.924374999988,0
649,-474.11187500000074,1
650,-381.2632500000003,1
651,-3480.7922500000004,0
652,-328.05262499999986,1
653,-30.27950000000007,1
654,-648.0202500000001,1
655,-3617.169374999998,0
656,-848.792,1
657,-3286.2294999999976,0
658,-3414.5606249999973,0
659,-136.90087499999996,1
660,-3443.885500000002,0
661,-3222.1375000000044,0
662,-3414.284125,0
663,-2483.814874999997,1
664,-2606.852749999992,1
665,-585.9696249999997,1
666,-397.27312500000005,1
667,-375.130375,1
668,-2992.5672500000005,0
669,-353.7868749999999,1
670,-174.56349999999946,1
671,102.547500000002,1
672,-1391.5020000000027,1
673,-710.8154999999994,1
674,-971.2177500000014,1
675,-3684.416874999995,0
676,-472.3634999999981,1
677,-1017.2840000000012,1
678,-3497.9833749999952,0
679,-2509.1996249999966,0
680,-1805.5673749999992,1
681,-2209.367999999996,1
682,-2499.4638749999976,1
683,-34.65512500000031,1
684,-1272.5425000000005,1
685,-174.44287500000013,1
686,-486.6603750000005,1
687,-619.5989999999999,1
688,-752.0139999999999,1
689,-2304.886624999996,1
690,-2442.9864999999986,1
691,-792.5813749999996,1
692,-2047.200749999994,1
693,-2268.3007499999962,1
694,-894.49825,1
695,-3082.2418749999997,0
696,-3367.6948749999997,0
697,-2891.7162499999963,0
698,-1324.0991250000018,1
699,-1834.1297500000005,1
700,-1597.8601250000002,1
701,-665.7944999999993,1
702,-1275.523499999996,1
703,-3203.862374999992,0
704,-3289.3750000000027,0
705,-707.51925,1
706,15.148875000000544,1
707,-2550.4252499999966,1
708,-1560.0300000000004,1
709,-888.4625000000003,1
710,-940.6449999999982,1
711,-189.684375,1
712,-291.8634999999991,1
713,-808.0637500000008,1
714,-3078.2018749999984,0
715,-3296.860499999996,0
716,-306.4581249999997,1
717,529.41275,1
718,498.90737499999966,1
719,458.3791249999998,1
720,-1130.029250000001,1
721,-196.19012499999928,1
722,-268.18500000000006,1
723,-97.22974999999991,1
724,-272.17662500000034,1
725,-3886.6018749999957,0
726,-3609.545999999995,0
727,-3846.309874999992,0
728,-1497.7824999999996,1
729,-3562.2553749999925,0
730,-763.7197500000002,1
731,-2661.840624999992,1
732,-3775.5178750000014,0
733,-332.30274999999983,1
734,-1582.8071250000057,1
735,-1400.4365000000007,1
736,-771.7193749999998,1
737,-2404.1568749999988,1
738,-803.4285,1
739,-81.32387500000064,1
740,-1846.9877500000002,1
741,161.70925000000008,1
742,190.87900000000016,1
743,10.51700000000011,1
744,-3015.8788749999976,0
745,-2021.4518750000007,1
746,707.2633750000003,1
747,-3296.906000000004,0
748,-867.1535000000003,1
749,-1355.3453750000028,1
750,-1667.4956249999948,1
751,-3301.1317499999914,1
752,-697.8648749999999,1
753,-467.7139999999998,1
754,-3597.9308749999977,0
755,-991.0533750000013,1
756,-3480.924749999999,0
757,-25.77574999999956,1
758,256.6832500000001,1
759,227.34275000000068,1
760,-311.016375,1
761,-3995.470999999999,0
762,-257.82500000000016,1
763,1553.5859999999998,1
764,-2013.5002499999973,1
765,-3559.6474999999964,0
766,128.37099999999995,1
767,-986.6068750000022,1
768,-793.9967500000041,1
769,25.166500000000056,1
770,-1383.4289999999996,1
771,-3765.967499999994,0
772,-96.31074999999962,1
773,-1493.5787500000029,1
774,523.274875,1
775,-4122.458624999998,0
776,-218.89412499999992,1
777,-4371.876625000006,0
778,269.649125,1
779,-3378.2883749999987,0
780,558.4656249999998,1
781,-420.8781249999998,1
782,-1373.2362500000017,1
783,-3929.4132499999987,0
784,-209.12650000000008,1
785,-1540.6205000000002,1
786,-1232.4155000000005,1
787,-3266.5449999999946,0
788,-4107.450999999999,0
789,-3985.832249999997,0
790,-321.47187499999984,1
791,99.27575,1
792,-1113.3898750000012,1
793,561.6288750000006,1
794,-85.98337499999997,1
795,-2754.721499999993,1
796,609.8317499999996,1
797,-3428.887875,0
798,-386.98199999999736,1
799,253.95825000000002,1
800,-384.2264999999999,1
801,-1158.1545,1
802,-2330.7127499999933,0
803,-282.5692499999999,1
804,-425.5043749999983,1
805,-549.9781249999994,1
806,-393.076999999999,1
807,-843.8942499999982,1
808,208.35012500000008,1
809,413.73875000000015,1
810,-247.7641249999997,1
811,-526.7521249999992,1
812,-4094.8201250000006,0
813,-426.9369999999998,1
814,-1053.917375,1
815,48.111250000000496,1
816,-3698.6956249999967,0
817,-2330.4046249999974,1
818,-788.8815000000006,1
819,-4315.209375000007,0
820,-4332.505874999999,0
821,-2909.8766249999994,1
822,-4387.021375000002,0
823,-4129.428375000003,0
824,589.01625,1
825,-191.48549999999983,1
826,-505.70974999999953,1
827,-1717.4425000000028,1
828,245.91012500000048,1
829,-4118.116375,0
830,-274.5067499999989,1
831,-2353.4342499999943,1
832,-2279.589,1
833,287.07149999999933,1
834,-3610.764624999994,0
835,-39.91475,1
836,-325.3369999999998,1
837,-1717.6310000000003,1
838,358.403,1
839,288.62237499999986,1
840,-2760.7538749999953,1
841,-4040.7381250000017,0
842,691.53925,1
843,-1816.2527499999987,1
844,215.7955,1
845,-3992.056124999999,0
846,-4306.334875000006,0
847,-2069.58225,1
848,-432.7086250000001,1
849,44.49112499999998,1
850,-4072.4083749999977,0
851,-4263.114875000003,0
852,-2013.1689999999962,1
853,-385.9357499999994,1
854,-3935.0592500000007,0
855,-2525.503749999998,1
856,-178.65474999999998,1
857,-4360.421375000002,0
858,-4352.088125000004,0
859,-4315.541875000003,0
860,-4072.868625,0
861,195.46112500000018,1
862,-4188.868999999999,0
863,-908.6562500000016,1
864,-3751.1848750000045,0
865,-4329.529874999998,0
866,-3736.569375000003,0
867,-1042.6631250000028,1
868,-1513.1643749999996,1
869,-4436.089625000002,0
870,-88.90987499999986,1
871,-2550.835500000001,1
872,-4301.4794999999995,0
873,334.04237500000005,1
874,-822.1757499999997,1
875,-1640.2121249999998,1
876,638.1204999999999,1
877,-3873.576500000005,0
878,-302.8957500000003,1
879,-4195.247375000003,0
880,-4074.813375000002,0
881,-4468.807875000007,0
882,-1856.4341249999952,1
883,-4048.786500000002,0
884,-3007.722874999999,0
885,-253.13487499999997,1
886,-3924.767000000002,0
887,-3937.5781250000023,0
888,32.934124999999966,1
889,-1932.0947499999988,1
890,-4053.574874999999,0
891,-322.8032499999994,1
892,-1313.0596249999999,1
893,-1398.6583749999982,1
894,163.93612499999998,1
895,-3579.520624999997,0
896,-614.2525,1
897,-1279.7199999999998,1
898,-3816.177375000005,0
899,-2136.8971249999913,1
900,-3278.3427499999993,0
901,-4200.052625000002,0
902,-1555.2703749999966,1
903,-1238.6623749999999,1
904,-2660.274624999995,1
905,-3359.2242499999975,0
906,-338.9926249999994,1
907,-1562.4763749999977,1
908,375.0405000000005,1
909,-3308.2218749999975,0
910,-1280.0760000000016,1
911,-248.69412499999964,1
912,104.12200000000033,1
913,-3102.685124999998,0
914,-524.9292500000004,1
915,-2095.426249999994,1
916,-2041.9658749999985,1
917,-151.74212499999737,1
918,-927.1754999999989,1
919,564.817875,1
920,-498.62775000000033,1
921,-2526.3338749999966,1
922,655.6427500000015,1
923,-1754.5046249999994,1
924,-475.96574999999825,0
925,209.28962500000017,1
926,-320.8082499999995,1
927,638.1370000000006,1
928,-2754.9491249999987,0
929,-465.3489999999995,1
930,-3830.018875000003,0
931,-4041.614125000004,0
932,-1287.6181249999993,1
933,-126.9646250000009,1
934,-738.5422499999983,1
935,-3336.6507499999993,0
936,-18.760249999999445,1
937,-1437.234374999995,1
938,517.0557500000011,1
939,-4171.1988750000055,0
940,-3554.6706249999997,0
941,-458.88924999999983,1
942,-4280.381375000001,0
943,850.6332500000017,1
944,-2377.0856249999974,1
945,387.49787500000025,1
946,-724.6833749999996,1
947,85.06475000000017,1
948,-3797.539750000001,1
949,-338.4083749999994,1
950,-1233.7578749999996,1
951,-3555.890625000004,0
952,-58.67025000000007,1
953,-3919.1637500000065,0
954,-2209.1776249999957,1
955,-1139.9293750000006,1
956,-549.4395,1
957,-677.2641249999997,1
958,-371.2694999999999,1
959,-31.329625000000092,1
960,409.4103749999992,1
961,-819.2077500000005,1
962,347.71562500000005,1
963,-1183.340125,1
964,-4184.451375000004,0
965,-2145.2884999999983,1
966,-100.39862499999961,1
967,584.9302500000001,1
968,-3572.0676250000006,0
969,-45.540250000000185,1
970,-575.2621250000003,1
971,-3089.049625,1
972,-107.856875,1
973,-2708.5069999999973,1
974,-71.99024999999966,1
975,-3319.135500000001,0
976,-2553.1012499999993,1
977,-2617.7274999999995,1
978,-2431.416499999992,0
979,1.3594999999998265,1
980,-1410.7261249999988,1
981,-1609.875375000006,0
982,-1629.0541250000008,1
983,-3645.557375,0
984,-2421.9327499999977,1
985,-3228.244875000004,0
986,-1125.2012500000012,1
987,-2803.6971250000006,1
988,-1919.2581250000003,1
989,-2109.1861249999965,1
990,-898.9874999999986,1
991,616.937375,1
992,-328.8672499999994,1
993,-733.9624999999983,1
994,261.22074999999984,1
995,-325.28600000000074,1
996,16.500500000002944,1
997,626.0968750000011,1
998,-1425.5128749999994,1
999,-692.9191249999992,1
1000,-4152.079250000003,0
