episode,return
1,-29.240000000000542
51,-44.19999999999962
101,-47.47999999999945
151,3.219999999999999
201,-19.400000000000325
251,3.219999999999999
301,4.6499999999999995
351,4.6499999999999995
401,4.6499999999999995
451,4.6499999999999995
